question_id,concept_id,question,concept_text,max_mark,concept_source,concept_generator_backend,concept_generator_model
Q31,Q31_G1,"Explain the three functional levels of information systems (Operational, Management, and Strategic) and provide an example of a system used at each level.","Operational Level: Transaction Processing Systems (TPS) handle routine daily activities — sales, payroll, inventory, order entries — providing the raw data foundation for the entire IS hierarchy.",1.0,generated,flan-t5,google/flan-t5-small
Q31,Q31_G2,"Explain the three functional levels of information systems (Operational, Management, and Strategic) and provide an example of a system used at each level.",Management Level: Management Information Systems (MIS) and Decision Support Systems (DSS) aggregate operational data into reports and analytical tools supporting middle management planning and control.,1.0,generated,flan-t5,google/flan-t5-small
Q31,Q31_G3,"Explain the three functional levels of information systems (Operational, Management, and Strategic) and provide an example of a system used at each level.","Strategic Level: Executive Support Systems (ESS) aggregate internal and external data to support senior executives in unstructured, long-horizon strategic decisions; focus on trends, scenarios, and competitive intelligence.",1.0,generated,flan-t5,google/flan-t5-small
Q32,Q32_G1,Discuss how operational-level systems provide the foundation for higher-level decision-making.,"Operational-level TPS generate the granular transactional data (sales records, inventory movements, customer orders) that feeds into management and strategic information systems.",1.0,generated,flan-t5,google/flan-t5-small
Q32,Q32_G2,Discuss how operational-level systems provide the foundation for higher-level decision-making.,"• Performance Monitoring: Management-level MIS draws directly from TPS data to produce performance dashboards and exception reports, enabling tactical decisions based on real-time operational realities.",1.0,generated,flan-t5,google/flan-t5-small
Q32,Q32_G3,Discuss how operational-level systems provide the foundation for higher-level decision-making.,"• Integration Dependency: Higher-level decision quality is directly dependent on the accuracy, completeness, and timeliness of data generated at the operational level — poor TPS data quality cascades upward.",1.0,generated,flan-t5,google/flan-t5-small
Q33,Q33_G1,Identify three collaboration tools for remote work and describe their functions.,"Video Conferencing Tools (e.g., Zoom, Microsoft Teams): Enable real-time face-to-face communication for remote teams; support screen sharing, virtual whiteboards, and breakout rooms for collaborative sessions.",1.0,generated,flan-t5,google/flan-t5-small
Q33,Q33_G2,Identify three collaboration tools for remote work and describe their functions.,"Project Management Platforms (e.g., Asana, Trello, Jira): Facilitate task assignment, progress tracking, deadline management, and team coordination across distributed locations without synchronous interaction.",1.0,generated,flan-t5,google/flan-t5-small
Q33,Q33_G3,Identify three collaboration tools for remote work and describe their functions.,"Collaborative Document Platforms (e.g., Google Workspace, SharePoint): Allow multiple team members to simultaneously create, edit, and comment on shared documents, spreadsheets, and presentations in real time.",1.0,generated,flan-t5,google/flan-t5-small
Q34,Q34_G1,Distinguish between synchronous and asynchronous communication tools.,"Synchronous Communication: Real-time interaction where all participants are present simultaneously (e.g., video calls, instant messaging, phone calls); enables immediate feedback and dynamic discussion.",1.0,generated,flan-t5,google/flan-t5-small
Q34,Q34_G2,Distinguish between synchronous and asynchronous communication tools.,"Asynchronous Communication: Time-shifted interaction where participants contribute at different times without needing to be present simultaneously (e.g., email, discussion boards, recorded video).",1.0,generated,flan-t5,google/flan-t5-small
Q34,Q34_G3,Distinguish between synchronous and asynchronous communication tools.,Key Distinction: Synchronous tools maximise responsiveness and interpersonal connection but require scheduling coordination; asynchronous tools offer flexibility and documentation but slow response cycles.,1.0,generated,flan-t5,google/flan-t5-small
Q34,Q34_G4,Distinguish between synchronous and asynchronous communication tools.,"Appropriate Use: Synchronous suits urgent decisions, relationship-building, and complex problem-solving; asynchronous suits information sharing, cross-time-zone collaboration, and knowledge documentation.",1.0,generated,flan-t5,google/flan-t5-small
Q35,Q35_G1,What is an ERP system and how does it eliminate silos?,"ERP Defined: Enterprise Resource Planning systems are integrated software platforms that unify core business processes — finance, HR, manufacturing, supply chain, procurement — into a single shared database.",1.0,generated,flan-t5,google/flan-t5-small
Q35,Q35_G2,What is an ERP system and how does it eliminate silos?,"Eliminating Silos: Legacy organisations operated with separate, incompatible departmental systems creating data duplication, inconsistency, and communication barriers between functions.",1.0,generated,flan-t5,google/flan-t5-small
Q35,Q35_G3,What is an ERP system and how does it eliminate silos?,"Unified Data Model: ERP replaces fragmented databases with a single source of truth accessible across all departments, ensuring consistent, real-time data for all business functions simultaneously.",1.0,generated,flan-t5,google/flan-t5-small
Q35,Q35_G4,What is an ERP system and how does it eliminate silos?,"Process Integration: Transactions entered in one module (e.g., a sale in the sales module) automatically update related modules (inventory, accounts receivable, production), creating seamless cross-functional workflow automation.",1.0,generated,flan-t5,google/flan-t5-small
Q36,Q36_G1,Analyze the impact of IT-enabled flattening on an organization's hierarchy.,"Organisational Flattening Defined: IT reduces the number of management layers required by automating information flows and enabling direct, real-time communication between top management and front-line workers.",1.0,generated,flan-t5,google/flan-t5-small
Q36,Q36_G2,Analyze the impact of IT-enabled flattening on an organization's hierarchy.,"Mechanism: Information systems enable senior managers to access operational data directly, reducing the need for middle management as information intermediaries; spans of control can increase.",1.0,generated,flan-t5,google/flan-t5-small
Q36,Q36_G3,Analyze the impact of IT-enabled flattening on an organization's hierarchy.,"Benefits: Faster decision-making, reduced overhead costs from fewer management layers, greater employee empowerment and accountability at operational levels.",1.0,generated,flan-t5,google/flan-t5-small
Q36,Q36_G4,Analyze the impact of IT-enabled flattening on an organization's hierarchy.,Critical Evaluation: Flattening may overextend remaining managers' spans of control; informal hierarchies can persist even when formal layers are removed; some coordination functions of middle management cannot be fully replaced by technology.,1.0,generated,flan-t5,google/flan-t5-small
Q37,Q37_G1,How has the Internet reduced the cost of operating globally?,"Communication Cost Reduction: The Internet provides near-zero marginal cost global communication — email, video conferencing, and messaging replace expensive international phone calls and physical correspondence.",1.0,generated,flan-t5,google/flan-t5-small
Q37,Q37_G2,How has the Internet reduced the cost of operating globally?,"Coordination Cost Reduction: Cloud-based IS platforms enable real-time coordination of globally distributed supply chains, manufacturing operations, and customer service without proportional infrastructure investment.",1.0,generated,flan-t5,google/flan-t5-small
Q37,Q37_G3,How has the Internet reduced the cost of operating globally?,Market Access: The Internet eliminates the need for physical market entry infrastructure — businesses can reach global customers through digital storefronts at a fraction of traditional international expansion costs.,1.0,generated,flan-t5,google/flan-t5-small
Q37,Q37_G4,How has the Internet reduced the cost of operating globally?,"Knowledge Sharing: Digital platforms enable global teams to share information, best practices, and collaborative work in real time, reducing knowledge transfer costs across international operations.",1.0,generated,flan-t5,google/flan-t5-small
Q38,Q38_G1,Explain the concepts of time shifting and space shifting.,"Time Shifting: The ability to conduct business processes and interactions at any time, freed from the constraint of synchronous schedules; e.g., customers purchasing online at 2am; employees collaborating across time zones asynchronously.",1.0,generated,flan-t5,google/flan-t5-small
Q38,Q38_G2,Explain the concepts of time shifting and space shifting.,"Space Shifting: The ability to conduct business from any physical location, freed from the constraint of a fixed workplace; e.g., remote working, mobile access to enterprise systems, global service delivery.",1.0,generated,flan-t5,google/flan-t5-small
Q38,Q38_G3,Explain the concepts of time shifting and space shifting.,"Business Implications: Time and space shifting enable always-on customer service, global talent access, flexible working arrangements, and 24/7 operational capability without proportional cost increases.",1.0,generated,flan-t5,google/flan-t5-small
Q38,Q38_G4,Explain the concepts of time shifting and space shifting.,"Strategic Value: Organisations leveraging time and space shifting gain competitive advantages through broader market reach, reduced real estate costs, faster response times, and access to global talent pools.",1.0,generated,flan-t5,google/flan-t5-small
Q39,Q39_G1,Identify challenges faced due to rapid global expansion and how IS helped maintain quality.,"Challenge — Cultural and Regulatory Diversity: Global expansion exposes firms to diverse legal systems, cultural norms, data privacy regulations, and business practices that increase operational complexity.",1.0,generated,flan-t5,google/flan-t5-small
Q39,Q39_G2,Identify challenges faced due to rapid global expansion and how IS helped maintain quality.,"Challenge — System Fragmentation: Rapid expansion through acquisitions or organic growth creates incompatible regional IS, impeding data sharing, performance visibility, and consolidated reporting.",1.0,generated,flan-t5,google/flan-t5-small
Q39,Q39_G3,Identify challenges faced due to rapid global expansion and how IS helped maintain quality.,"IS Solution — ERP Standardisation: Implementing global ERP platforms (e.g., SAP) standardises processes and data across regions, providing a unified operational view and enabling consistent global governance.",1.0,generated,flan-t5,google/flan-t5-small
Q39,Q39_G4,Identify challenges faced due to rapid global expansion and how IS helped maintain quality.,"IS Solution — Communication Infrastructure: Global collaboration tools and intranet platforms maintain organisational cohesion, knowledge sharing, and cultural alignment across distributed international operations.",1.0,generated,flan-t5,google/flan-t5-small
Q4,Q4_G1,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.","B2C (Business-to-Consumer): Firms sell directly to individual consumers (e.g., Amazon, KeellsSuper.com); strength lies in large market reach, personalisation, and brand loyalty.",1.0,generated,flan-t5,google/flan-t5-small
Q4,Q4_G2,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.","B2B (Business-to-Business): Transactions between firms (e.g., Grainger.com, b2b.hp.com); strength is high transaction values, long-term relationships, and ERP integration.",1.0,generated,flan-t5,google/flan-t5-small
Q4,Q4_G3,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.","C2C (Consumer-to-Consumer): Peer-to-peer transactions facilitated by platforms (e.g., eBay, Airbnb, ikman.lk); strength is network effects — more buyers attract more sellers.",1.0,generated,flan-t5,google/flan-t5-small
Q4,Q4_G4,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.",Comparative Strengths: B2B generates highest value per transaction; B2C offers scale and personalisation; C2C democratises commerce and monetises idle assets.,1.0,generated,flan-t5,google/flan-t5-small
Q4,Q4_G5,"Evaluate the differences between B2C, B2B, and C2C e-commerce models, providing real-world examples and assessing the strengths of each.","Critical Evaluation: Boundaries are blurring — Amazon simultaneously acts as B2C retailer, B2B marketplace enabler, and C2C platform for third-party sellers, reflecting multi-model convergence.",1.0,generated,flan-t5,google/flan-t5-small
Q40,Q40_G1,Discuss how investing in social and managerial assets is necessary for remote work success.,"Social Assets for Remote Work: Shared digital communication norms, remote collaboration protocols, and organisational trust — employees must be willing to communicate openly and collaborate without physical proximity.",1.0,generated,flan-t5,google/flan-t5-small
Q40,Q40_G2,Discuss how investing in social and managerial assets is necessary for remote work success.,"Managerial Assets for Remote Work: Managers require new competencies — performance management by outcomes rather than presence, digital communication skills, and the ability to build team cohesion virtually.",1.0,generated,flan-t5,google/flan-t5-small
Q40,Q40_G3,Discuss how investing in social and managerial assets is necessary for remote work success.,"Technology Alone is Insufficient: Deploying collaboration tools without investing in management training, team culture-building, and digital communication standards produces underperforming remote teams.",1.0,generated,flan-t5,google/flan-t5-small
Q40,Q40_G4,Discuss how investing in social and managerial assets is necessary for remote work success.,"Return on Investment: Organisations that invest holistically in social and managerial complementary assets alongside technology see significantly higher productivity, retention, and collaboration quality in remote work environments.",1.0,generated,flan-t5,google/flan-t5-small
Q41,Q41_G1,"Evaluate how information systems and organizations mutually influence each other, using mediating factors to support your answer.","Objects that are mutually shaped by organisations are shaped by organisations — they are not neutral tools but transform structure, culture, politics, and processes while being constrained by organisational context.",1.0,generated,flan-t5,google/flan-t5-small
Q41,Q41_G2,"Evaluate how information systems and organizations mutually influence each other, using mediating factors to support your answer.","Objects that are mutually shaped by organisations — they are not neutral tools but transform structure, culture, politics, and processes while being constrained by organisational context.",1.0,generated,flan-t5,google/flan-t5-small
Q41,Q41_G3,"Evaluate how information systems and organizations mutually influence each other, using mediating factors to support your answer.","Objects that are mutually shaped by organisations — they are not neutral tools but transform structure, culture, politics, and processes while",1.0,generated,flan-t5,google/flan-t5-small
Q42,Q42_G1,"Critically evaluate the concept of disruptive technology, distinguishing between first movers and fast followers with real-world examples.","Disruptive Technology Defined: Technology that initially underperforms established products on mainstream metrics but excels on different dimensions (e.g., cost, simplicity), eventually displacing incumbents.",1.0,generated,flan-t5,google/flan-t5-small
Q42,Q42_G2,"Critically evaluate the concept of disruptive technology, distinguishing between first movers and fast followers with real-world examples.","• Sustaining Technology: Incremental improvements to existing technology along established performance dimensions — sustaining the competitive positions of incumbent firms (e.g., faster processors, better cameras).",1.0,generated,flan-t5,google/flan-t5-small
Q42,Q42_G3,"Critically evaluate the concept of disruptive technology, distinguishing between first movers and fast followers with real-world examples.","• Disruptive Mechanism: Disruptors enter low-end or new markets incumbents ignore, improve over time, and eventually capture the mainstream market — displacing firms that failed to respond (e.g., streaming vs DVD rental, smartphones vs cameras).",1.0,generated,flan-t5,google/flan-t5-small
Q43,Q43_G1,Evaluate Porter's Five Forces model and assess how information systems can be used to address each competitive force.,"Porter's Five Forces: Competitive rivalry, threat of new entrants, threat of substitutes, bargaining power of buyers, and bargaining power of suppliers — together determine industry attractiveness and competitive intensity.",1.0,generated,flan-t5,google/flan-t5-small
Q43,Q43_G2,Evaluate Porter's Five Forces model and assess how information systems can be used to address each competitive force.,"IS Reducing Supplier Power: SCM systems enable firms to work with multiple global suppliers simultaneously, reducing dependency and improving negotiating leverage.",1.0,generated,flan-t5,google/flan-t5-small
Q43,Q43_G3,Evaluate Porter's Five Forces model and assess how information systems can be used to address each competitive force.,"IS Reducing Buyer Power: CRM and loyalty systems increase switching costs and deepen customer relationships, reducing price sensitivity and customer churn.",1.0,generated,flan-t5,google/flan-t5-small
Q43,Q43_G4,Evaluate Porter's Five Forces model and assess how information systems can be used to address each competitive force.,"IS Raising Entry Barriers: Proprietary IS capabilities (e.g., Amazon's logistics network, Walmart's SCM) create scale advantages and switching costs that are difficult and expensive for new entrants to replicate.",1.0,generated,flan-t5,google/flan-t5-small
Q43,Q43_G5,Evaluate Porter's Five Forces model and assess how information systems can be used to address each competitive force.,"Critical Evaluation: Porter's model is static and industry-level — IS may simultaneously affect multiple forces in complex ways; digital platforms can disrupt multiple forces at once, requiring dynamic analysis beyond a simple five-force assessment.",1.0,generated,flan-t5,google/flan-t5-small
Q44,Q44_G1,Evaluate the Business Value Chain Model and explain how information systems improve competitive positioning at both primary and support activity levels.,"Business Value Chain Defined: A framework identifying primary activities (inbound logistics, operations, outbound logistics, marketing/sales, service) and support activities (infrastructure, HR, technology, procurement) where firms create value.",1.0,generated,flan-t5,google/flan-t5-small
Q44,Q44_G2,Evaluate the Business Value Chain Model and explain how information systems improve competitive positioning at both primary and support activity levels.,• IS in Primary Activities: ERP systems optimise inbound/outbound logistics; e-commerce platforms improve sales and customer service; automated operations management reduces production costs.,1.0,generated,flan-t5,google/flan-t5-small
Q44,Q44_G3,Evaluate the Business Value Chain Model and explain how information systems improve competitive positioning at both primary and support activity levels.,• IS in Support Activities: HR systems streamline talent management; procurement IS improves supplier sourcing efficiency; technology infrastructure investment reduces firm-wide operational costs.,1.0,generated,flan-t5,google/flan-t5-small
Q44,Q44_G4,Evaluate the Business Value Chain Model and explain how information systems improve competitive positioning at both primary and support activity levels.,"• Competitive Advantage: Firms achieve competitive advantage where IS improvements lower costs or improve differentiation more effectively than competitors — not through IS investment per se, but through superior implementation aligned with strategy.",1.0,generated,flan-t5,google/flan-t5-small
Q45,Q45_G1,Critically evaluate the concept of the Value Web and assess how it extends the traditional Value Chain model to achieve industry-level strategic advantage.,"Value Web Defined: An extension of the value chain model recognising that firms operate within a network of interconnected value chains — with suppliers, distributors, customers, and partners — that collectively determine competitive positioning.",1.0,generated,flan-t5,google/flan-t5-small
Q45,Q45_G2,Critically evaluate the concept of the Value Web and assess how it extends the traditional Value Chain model to achieve industry-level strategic advantage.,• Extension Beyond Firm Boundaries: The Value Web acknowledges that a firm's competitive advantage depends not only on its internal IS capabilities but on the quality and integration of IS across its entire ecosystem.,1.0,generated,flan-t5,google/flan-t5-small
Q45,Q45_G3,Critically evaluate the concept of the Value Web and assess how it extends the traditional Value Chain model to achieve industry-level strategic advantage.,"• IS-Enabled Value Web Coordination: Internet-based IS enable real-time synchronization with suppliers (EDI, SCM platforms), partners, and customers, creating coordinated, responsive networks.",1.0,generated,flan-t5,google/flan-t5-small
Q45,Q45_G4,Critically evaluate the concept of the Value Web and assess how it extends the traditional Value Chain model to achieve industry-level strategic advantage.,• Strategic Implication: Firms that build tightly integrated digital value webs with partners gain collective efficiency advantages that are extremely difficult for competitors to replicate individually.,1.0,generated,flan-t5,google/flan-t5-small
Q46,Q46_G1,Evaluate how Transaction Cost Theory explains the impact of information systems on organisational size and structure.,"Transaction Cost Theory Defined: Firms exist because organising transactions internally (within the firm) is sometimes cheaper than transacting in open markets, due to search, negotiation, and enforcement costs.",1.0,generated,flan-t5,google/flan-t5-small
Q46,Q46_G2,Evaluate how Transaction Cost Theory explains the impact of information systems on organisational size and structure.,"IS Reducing Internal Transaction Costs: ERP and collaboration systems reduce the costs of coordinating internal activities — communication, monitoring, and information sharing — allowing firms to transact at lower cost.",1.0,generated,flan-t5,google/flan-t5-small
Q46,Q46_G3,Evaluate how Transaction Cost Theory explains the impact of information systems on organisational size and structure.,"IS Reducing External Transaction Costs: E-procurement, supply chain platforms, and digital marketplaces reduce the cost of finding, evaluating, and contracting with external suppliers and partners.",1.0,generated,flan-t5,google/flan-t5-small
Q46,Q46_G4,Evaluate how Transaction Cost Theory explains the impact of information systems on organisational size and structure.,"Implication for Firm Boundaries: As IS reduce external transaction costs, firms can outsource more activities (virtual firms), relying on markets rather than internal production — shifting optimal firm boundaries.",1.0,generated,flan-t5,google/flan-t5-small
Q46,Q46_G5,Evaluate how Transaction Cost Theory explains the impact of information systems on organisational size and structure.,"Critical Evaluation: Transaction cost theory does not capture all dimensions of IS value — trust, knowledge creation, and competitive differentiation are important drivers of IS investment beyond pure transaction cost minimisation.",1.0,generated,flan-t5,google/flan-t5-small
Q47,Q47_G1,"Evaluate synergies, core competencies, and network-based strategies as three IS-enabled approaches to achieving competitive advantage.","Synergies: IS enables different business units to share resources, data, and capabilities, creating value greater than the sum of individual parts (e.g., shared CRM data across product divisions improving cross-selling).",1.0,generated,flan-t5,google/flan-t5-small
Q47,Q47_G2,"Evaluate synergies, core competencies, and network-based strategies as three IS-enabled approaches to achieving competitive advantage.","Core Competencies: IS helps organisations identify, develop, and exploit unique capabilities that competitors cannot easily replicate — e.g., Amazon's logistics IS as a distinctive competence serving both retail and AWS.",1.0,generated,flan-t5,google/flan-t5-small
Q47,Q47_G3,"Evaluate synergies, core competencies, and network-based strategies as three IS-enabled approaches to achieving competitive advantage.","Network-Based Strategies: IS enables network effects — platforms gain value as more users join (e.g., eBay, Uber), creating winner-takes-all competitive dynamics where dominant platforms become increasingly entrenched.",1.0,generated,flan-t5,google/flan-t5-small
Q47,Q47_G4,"Evaluate synergies, core competencies, and network-based strategies as three IS-enabled approaches to achieving competitive advantage.","Virtual Company Strategy: IS enables firms to access external capabilities on demand (outsourcing, alliances, platforms), reducing the need for internal ownership of all competencies.",1.0,generated,flan-t5,google/flan-t5-small
Q47,Q47_G5,"Evaluate synergies, core competencies, and network-based strategies as three IS-enabled approaches to achieving competitive advantage.","Critical Evaluation: These strategies are not mutually exclusive — the most successful digital firms combine network effects, core competency reinforcement through IS, and synergy exploitation across business units simultaneously.",1.0,generated,flan-t5,google/flan-t5-small
Q48,Q48_G1,"Evaluate the organisational and behavioural impacts of information systems, focusing on IT's role in flattening organisations and overcoming resistance to change.","Positive Organisational Impact: IS can flatten hierarchies, increase management spans of control, empower front-line decision-making, and accelerate information flows across organisational boundaries.",1.0,generated,flan-t5,google/flan-t5-small
Q48,Q48_G2,"Evaluate the organisational and behavioural impacts of information systems, focusing on IT's role in flattening organisations and overcoming resistance to change.","Negative Organisational Impact: IS may also reinforce centralisation — managers use real-time data access to increase monitoring and control of employees, reducing autonomy and increasing surveillance concerns.",1.0,generated,flan-t5,google/flan-t5-small
Q48,Q48_G3,"Evaluate the organisational and behavioural impacts of information systems, focusing on IT's role in flattening organisations and overcoming resistance to change.","Behavioural Impact — Resistance: Employees resist IS implementations that threaten their roles, redistribute power, or require significant behaviour change without adequate training, consultation, or incentives.",1.0,generated,flan-t5,google/flan-t5-small
Q48,Q48_G4,"Evaluate the organisational and behavioural impacts of information systems, focusing on IT's role in flattening organisations and overcoming resistance to change.","Behavioural Impact — Cultural Change: IS can shift organisational culture by embedding new workflows, collaboration norms, and performance metrics that gradually reshape collective behaviour over time.",1.0,generated,flan-t5,google/flan-t5-small
Q48,Q48_G5,"Evaluate the organisational and behavioural impacts of information systems, focusing on IT's role in flattening organisations and overcoming resistance to change.","Critical Evaluation: The impact of IS is not deterministic — identical technology produces different outcomes in different organisational contexts depending on power dynamics, culture, and management approach; sociotechnical design that incorporates human factors is essential.",1.0,generated,flan-t5,google/flan-t5-small
Q49,Q49_G1,Evaluate the strategic challenges firms face when attempting to sustain competitive advantage through information systems.,"Competitive Advantage Erosion: IS-enabled advantages tend to be temporary — competitors observe and replicate successful IS strategies over time, eroding first-mover benefits.",1.0,generated,flan-t5,google/flan-t5-small
Q49,Q49_G2,Evaluate the strategic challenges firms face when attempting to sustain competitive advantage through information systems.,Speed of Technological Change: The rapid pace of IS innovation means competitive advantages built on current technology may be rendered obsolete by the next technology generation.,1.0,generated,flan-t5,google/flan-t5-small
Q49,Q49_G3,Evaluate the strategic challenges firms face when attempting to sustain competitive advantage through information systems.,"Imitation Risk: Unlike physical assets, IS capabilities are often visible and transferable — competitors can purchase the same software platforms and hardware, reducing the uniqueness of IS-based advantages.",1.0,generated,flan-t5,google/flan-t5-small
Q49,Q49_G4,Evaluate the strategic challenges firms face when attempting to sustain competitive advantage through information systems.,"Sustaining Advantage: Sustained competitive advantage from IS depends on complementary assets (processes, culture, skills) that are harder to replicate than the technology itself.",1.0,generated,flan-t5,google/flan-t5-small
Q49,Q49_G5,Evaluate the strategic challenges firms face when attempting to sustain competitive advantage through information systems.,"Critical Evaluation: Truly sustainable IS advantage arises from unique combinations of technology, organisational process, and human capital — not from technology alone; firms must continuously innovate rather than defend static IS positions.",1.0,generated,flan-t5,google/flan-t5-small
Q5,Q5_G1,"Assess how digital goods differ from traditional goods in terms of cost structure, and evaluate the impact of these differences on industries such as publishing and music.","Digital goods have a marginal cost of reproduction and distribution once created; no physical production, storage, or shipping expenses beyond the first unit.",1.0,generated,flan-t5,google/flan-t5-small
Q5,Q5_G2,"Assess how digital goods differ from traditional goods in terms of cost structure, and evaluate the impact of these differences on industries such as publishing and music.","• Traditional Goods Contrast: Physical goods incur per-unit manufacturing, logistics, and inventory holding costs, fundamentally constraining scalability.",1.0,generated,flan-t5,google/flan-t5-small
Q5,Q5_G3,"Assess how digital goods differ from traditional goods in terms of cost structure, and evaluate the impact of these differences on industries such as publishing and music.","• Impact on Music Industry: Physical album sales replaced by streaming platforms (Spotify, Apple Music) distributing infinite copies at negligible marginal cost; royalty revenues per unit significantly reduced.",1.0,generated,flan-t5,google/flan-t5-small
Q5,Q5_G4,"Assess how digital goods differ from traditional goods in terms of cost structure, and evaluate the impact of these differences on industries such as publishing and music.","• Critical Evaluation: Low marginal cost is a double-edged sword — while consumers benefit from lower prices and instant access, piracy erodes revenue and streaming royalties are significantly lower than physical sales income.",1.0,generated,flan-t5,google/flan-t5-small
Q50,Q50_G1,Evaluate how the Internet has transformed organisational structure and competitive dynamics according to the frameworks discussed in Lesson 3.,"Reduced Market Entry Barriers: The Internet dramatically lowers the cost and complexity of entering markets, intensifying competitive rivalry as new digital entrants challenge established incumbents.",1.0,generated,flan-t5,google/flan-t5-small
Q50,Q50_G2,Evaluate how the Internet has transformed organisational structure and competitive dynamics according to the frameworks discussed in Lesson 3.,"Disintermediation and New Intermediaries: The Internet enables firms to sell directly to customers, eliminating traditional middlemen, while simultaneously creating powerful new digital intermediaries (e.g., Amazon, Google).",1.0,generated,flan-t5,google/flan-t5-small
Q50,Q50_G3,Evaluate how the Internet has transformed organisational structure and competitive dynamics according to the frameworks discussed in Lesson 3.,"Universal Standards: Internet-based communication standards reduce the cost of integrating suppliers and partners into digital value chains, enabling smaller firms to participate in global networks previously accessible only to large corporations.",1.0,generated,flan-t5,google/flan-t5-small
Q50,Q50_G4,Evaluate how the Internet has transformed organisational structure and competitive dynamics according to the frameworks discussed in Lesson 3.,"New Organisational Forms: The Internet enables virtual organisations, platform business models, and global value webs that replace traditional hierarchical, geographically bounded organisational structures.",1.0,generated,flan-t5,google/flan-t5-small
Q50,Q50_G5,Evaluate how the Internet has transformed organisational structure and competitive dynamics according to the frameworks discussed in Lesson 3.,"Critical Evaluation: While the Internet reduces some barriers and costs, it also intensifies price competition, reduces margins in many industries, and shifts competitive advantage toward firms that control platform standards and data accumulation.",1.0,generated,flan-t5,google/flan-t5-small
Q51,Q51_G1,Evaluate the role of Enterprise Resource Planning (ERP) systems in resolving data fragmentation within a large organization. Justify your answer with examples.,"Data Fragmentation Problem: Legacy organisations operated with separate, incompatible databases for each functional department, creating inconsistent, duplicated data that impeded firm-wide visibility and coordination.",1.0,generated,flan-t5,google/flan-t5-small
Q51,Q51_G2,Evaluate the role of Enterprise Resource Planning (ERP) systems in resolving data fragmentation within a large organization. Justify your answer with examples.,"ERP Solution — Unified Database: ERP systems replace fragmented databases with a single integrated data model shared across finance, HR, manufacturing, supply chain, and sales.",1.0,generated,flan-t5,google/flan-t5-small
Q51,Q51_G3,Evaluate the role of Enterprise Resource Planning (ERP) systems in resolving data fragmentation within a large organization. Justify your answer with examples.,"Process Integration: ERP automates cross-functional workflows — a customer order automatically triggers inventory checks, production scheduling, and accounts receivable updates without manual re-entry.",1.0,generated,flan-t5,google/flan-t5-small
Q51,Q51_G4,Evaluate the role of Enterprise Resource Planning (ERP) systems in resolving data fragmentation within a large organization. Justify your answer with examples.,Organisational Efficiency: Real-time firm-wide data access improves decision-making speed and quality; eliminates duplicate data entry; reduces reconciliation effort between departments.,1.0,generated,flan-t5,google/flan-t5-small
Q51,Q51_G5,Evaluate the role of Enterprise Resource Planning (ERP) systems in resolving data fragmentation within a large organization. Justify your answer with examples.,"Critical Evaluation: ERP implementation is expensive, disruptive, and requires significant business process redesign; organisations must adapt their processes to the ERP's best-practice workflows or accept costly customisation.",1.0,generated,flan-t5,google/flan-t5-small
Q52,Q52_G1,"Critically evaluate the business value that enterprise systems provide to organizations. In your answer, consider both operational and strategic dimensions.","Firm-Wide Information Access: Enterprise systems create a unified IT infrastructure providing managers with real-time, accurate information across all business functions, eliminating data silos.",1.0,generated,flan-t5,google/flan-t5-small
Q52,Q52_G2,"Critically evaluate the business value that enterprise systems provide to organizations. In your answer, consider both operational and strategic dimensions.",Process Coordination: Enterprise systems synchronise activities across departments — a single transaction in one module automatically updates related processes across the organisation.,1.0,generated,flan-t5,google/flan-t5-small
Q52,Q52_G3,"Critically evaluate the business value that enterprise systems provide to organizations. In your answer, consider both operational and strategic dimensions.","Operational Efficiency: Automation of cross-functional workflows reduces manual effort, eliminates redundant data entry, and accelerates business processes from procurement to customer service.",1.0,generated,flan-t5,google/flan-t5-small
Q52,Q52_G4,"Critically evaluate the business value that enterprise systems provide to organizations. In your answer, consider both operational and strategic dimensions.","Analytical and Decision-Support Capability: Enterprise systems provide performance dashboards, forecasting tools, and analytical models that support evidence-based strategic and operational decisions.",1.0,generated,flan-t5,google/flan-t5-small
Q52,Q52_G5,"Critically evaluate the business value that enterprise systems provide to organizations. In your answer, consider both operational and strategic dimensions.","Critical Evaluation: Enterprise system value is not automatic — it requires sustained investment in business process redesign, training, and change management; the business case depends on effective implementation, not merely deployment.",1.0,generated,flan-t5,google/flan-t5-small
Q53,Q53_G1,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,Bullwhip Effect Defined: The amplification of demand variability as orders move upstream in a supply chain — small fluctuations in consumer demand create increasingly large swings in supplier orders at each upstream stage.,1.0,generated,flan-t5,google/flan-t5-small
Q53,Q53_G2,Explain the bullwhip effect in supply chains. Evaluate the role of information systems in mitigating this phenomenon.,"Cause: Each supply chain participant adds safety stock based on imperfect demand forecasts, creating cumulative demand distortion that worsens at each upstream tier.",1.0,generated,flan-t5,google/flan-t5-small
